10.0,10.0,0.0,0.0,22.2,0.0,9.1,54.5
18.2,18.2,10.0,9.1,9.1,27.3,20.0,11.1
0.0,0.0,0.0,11.1,27.3,0.0,36.4,45.5
0.0,0.0,60.0,60.0,20.0,23.1,55.6,55.6
0.0,0.0,90.0,90.0,0.0,0.0,100.0,100.0
0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
0.0,0.0,100.0,100.0,0.0,16.7,100.0,100.0
0.0,0.0,100.0,100.0,0.0,0.0,100.0,90.9
0.0,0.0,100.0,100.0,9.1,0.0,90.0,100.0
0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
0.0,0.0,90.0,100.0,0.0,9.1,100.0,90.9
0.0,0.0,100.0,100.0,0.0,0.0,90.9,100.0
0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
0.0,0.0,90.9,90.0,0.0,0.0,100.0,100.0
0.0,9.1,100.0,100.0,0.0,0.0,90.0,90.9
0.0,0.0,90.0,100.0,0.0,0.0,100.0,100.0
0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
0.0,9.1,100.0,90.9,9.1,0.0,90.9,81.8
0.0,0.0,90.9,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,90.9
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,9.1,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0
18.2,100.0,0.0,81.8,11.1,0.0,81.8,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,10.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,16.7,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,9.1,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,9.1,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
100.0,100.0,9.1,0.0,100.0,0.0,0.0,100.0
100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
